transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,profit,product_first_sold_date,gender,past_3_years_bike_related_purchases,age_clean,job title,industry
3285,91,1508,2017-10-30,true,Approved,Solex,Standard,medium,medium,100.35,75.26,25.09,2003-01-05,Male,80,38,Clinical Specialist,Health
3286,83,2527,2017-03-21,true,Approved,Solex,Touring,medium,large,2083.94,675.03,1408.91,2013-09-16,Female,60,44,Technical Writer,
3287,8,3114,2017-12-27,true,Cancelled,Solex,Road,medium,small,1703.52,1516.13,187.39,2004-08-17,Male,48,50,Teacher,IT
3288,66,3432,2017-07-22,true,Approved,Giant Bicycles,Road,low,small,590.26,525.33,64.93,2010-11-05,Female,99,36,Junior Executive,Argiculture
3289,14,3045,2017-09-08,false,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,152.55,2009-03-08,Male,52,28,Cost Accountant,Financial Services
3290,32,1012,2017-03-06,true,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,471.6,1999-07-26,Female,20,70,Software Test Engineer III,
3291,24,1628,2017-08-19,false,Approved,Solex,Road,medium,large,1777.8,820.78,957.02,2012-05-18,Unknown,13,47,Assistant Manager,IT
3292,67,3335,2017-12-27,true,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,167.21,2005-10-22,Male,47,45,Editor,Health
3293,69,3200,2017-08-11,true,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22,1992-10-02,Female,51,29,Environmental Tech,Manufacturing
3294,4,608,2017-07-14,true,Approved,Solex,Standard,medium,medium,1483.2,99.59,1383.61,1998-12-17,Female,55,45,Accounting Assistant I,Retail
3295,19,86,2017-11-28,false,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,114.93,2004-08-17,Male,75,36,Occupational Therapist,Health
3296,62,1567,2017-03-14,true,Approved,Solex,Standard,medium,medium,478.16,298.72,179.44,1993-06-23,Female,18,53,Teacher,
3297,59,423,2017-05-22,false,Approved,Solex,Standard,medium,large,1061.56,733.58,327.98,1993-07-20,Male,43,68,Senior Quality Engineer,
3298,65,729,2017-05-30,false,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1028.76,2016-02-04,Female,30,51,Analog Circuit Design manager,Health
3299,34,2187,2017-03-21,true,Approved,Norco Bicycles,Road,high,large,774.53,464.72,309.81,2003-03-18,Female,52,27,Budget/Accounting Analyst I,Health
3300,99,2817,2017-02-03,false,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,456.45,1991-05-06,Female,33,38,Senior Financial Analyst,Financial Services
3301,89,148,2017-05-21,true,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25,1999-07-26,Female,69,44,Programmer Analyst III,
3302,94,1032,2017-07-24,true,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,641.64,2004-01-16,Female,36,46,Executive Secretary,
3303,57,1773,2017-01-27,false,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25,1998-12-17,Unknown,82,47,NULL,IT
3304,0,2621,2017-11-01,true,Approved,Solex,Standard,medium,large,202.62,151.96,50.66,2016-03-29,Female,24,51,Assistant Media Planner,Entertainment
3305,46,427,2017-07-06,true,Approved,Solex,Standard,low,medium,1289.85,74.51,1215.34,2001-11-25,Male,77,28,Assistant Media Planner,Entertainment
3306,90,1687,2017-12-20,false,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,72.6,2003-01-05,Male,16,34,NULL,Manufacturing
3307,57,2007,2017-08-02,true,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25,2011-08-24,Male,8,55,Programmer I,Manufacturing
3308,29,760,2017-07-02,false,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,135.85,1992-10-11,Male,46,47,Assistant Professor,
3309,59,260,2017-11-20,true,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,155.65,2003-09-10,Female,47,45,Senior Quality Engineer,Health
3310,50,1639,2017-11-30,false,Approved,WeareA2B,Standard,medium,small,175.89,131.92,43.97,1997-10-04,Female,9,62,NULL,Manufacturing
3311,65,3406,2017-05-09,true,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1028.76,2010-11-05,Female,35,46,Business Systems Development Analyst,IT
3312,9,930,2017-04-29,true,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,75.14,2005-12-07,Female,86,53,Executive Secretary,Retail
3313,3,1266,2017-04-17,true,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.55,2005-05-10,Male,68,47,Human Resources Manager,Health
3314,1,143,2017-12-17,true,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.68,2012-12-02,Male,19,67,Operator,Argiculture
3315,89,399,2017-04-22,false,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25,2016-03-29,Male,26,48,Engineer III,Manufacturing
3316,58,723,2017-12-15,true,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,771.12,1993-07-20,Female,41,61,Food Chemist,Health
3317,80,2045,2017-11-05,false,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,872.89,2012-05-18,Female,15,41,VP Sales,Financial Services
3318,24,2418,2017-01-01,true,Approved,Solex,Road,medium,large,1777.8,820.78,957.02,1999-06-23,Female,82,55,Software Engineer III,Property
3319,69,3256,2017-08-25,false,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22,1992-10-02,Female,76,39,Professor,Financial Services
3320,77,3380,2017-09-09,false,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88,2006-10-01,Male,41,70,Speech Pathologist,Manufacturing
3321,41,2114,2017-12-16,true,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,209.84,2005-12-07,Male,78,70,Safety Technician III,Argiculture
3322,64,960,2017-04-16,true,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,872.89,2010-11-05,Male,1,56,GIS Technical Architect,Health
3323,0,3418,2017-09-10,false,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,14.23,2015-06-17,Female,18,65,Systems Administrator IV,Health
3324,2,2991,2017-10-16,true,Approved,Solex,Standard,medium,medium,71.49,53.62,17.87,2012-12-02,Female,48,61,Desktop Support Technician,Financial Services
3325,54,2804,2017-07-08,true,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1279.4,1993-06-23,Male,61,60,Nurse Practicioner,
3326,99,1340,2017-10-04,true,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,189.28,2006-10-01,Male,16,47,Statistician I,
3327,96,874,2017-05-31,false,Approved,WeareA2B,Road,low,small,1172.78,1043.77,129.01,2002-10-10,Male,78,24,NULL,Health
3328,74,583,2017-09-29,false,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,827.16,2000-05-22,Male,97,39,Registered Nurse,Health
3329,26,692,2017-09-02,true,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1230.3,1993-05-26,Male,42,37,Database Administrator IV,Property
3330,23,3251,2017-03-14,false,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,817.36,2002-10-10,Female,95,48,Safety Technician II,Financial Services
3331,86,665,2017-09-29,false,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,110.56,2004-08-07,Male,82,28,Human Resources Assistant I,
3332,34,1662,2017-03-29,false,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1069.55,2004-08-17,Female,40,69,Electrical Engineer,Manufacturing
3333,94,2183,2017-06-11,false,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,641.64,2016-03-29,Female,61,53,Programmer Analyst IV,Manufacturing
3334,36,171,2017-12-12,true,Approved,Solex,Standard,low,medium,945.04,507.58,437.46,2011-08-29,Female,62,54,Assistant Manager,Manufacturing
3335,34,739,2017-12-27,false,Approved,Norco Bicycles,Road,high,large,774.53,464.72,309.81,2003-03-18,Male,36,60,Senior Editor,Manufacturing
3336,31,1490,2017-07-12,true,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,57.73,2003-03-18,Female,36,55,Cost Accountant,Financial Services
3337,45,1066,2017-07-17,true,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,745.94,2004-09-28,Male,45,29,Recruiter,Telecommunications
3338,82,1974,2017-06-05,false,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,459.46,2004-08-07,Male,67,67,Administrative Officer,
3339,0,2189,2017-06-04,false,Approved,OHM Cycles,Road,high,large,12.01,7.21,4.8,2009-03-08,Male,43,27,Safety Technician II,Financial Services
3340,46,400,2017-08-18,true,Approved,Solex,Standard,low,medium,1289.85,74.51,1215.34,2007-12-11,Female,86,63,Financial Analyst,Financial Services
3341,61,1117,2017-03-02,true,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,14.23,2015-06-17,Female,83,49,Quality Engineer,
3342,67,41,2017-08-03,false,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84,167.21,2005-10-22,Male,64,49,Food Chemist,Health
3343,39,2680,2017-04-29,false,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1230.27,1993-04-12,Female,0,66,Financial Analyst,Financial Services
3344,32,330,2017-09-14,true,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,471.6,1993-10-02,Male,78,66,Recruiting Manager,Manufacturing
3345,5,3269,2017-08-19,true,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,114.93,2011-08-29,Male,96,30,GIS Technical Architect,
3346,28,1092,2017-03-04,false,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,133.78,1991-08-05,Female,56,89,VP Quality Control,Retail
3347,19,2987,2017-05-09,false,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,114.93,1997-08-25,Female,51,40,Media Manager II,
3348,38,1926,2017-05-02,true,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.55,2011-04-16,Male,72,67,Senior Cost Accountant,Financial Services
3349,23,2747,2017-12-12,false,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,75.75,1993-10-02,Female,5,69,Software Test Engineer III,
3350,73,2999,2017-03-13,true,Approved,Solex,Standard,medium,medium,1945.43,333.18,1612.25,1997-01-25,Unknown,28,47,Business Systems Development Analyst,IT
3351,94,1387,2017-05-29,false,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,641.64,2016-03-29,Female,33,47,Chemical Engineer,Manufacturing
3352,72,550,2017-12-11,false,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,90.1,2016-12-06,Female,16,48,NULL,Retail
3353,29,86,2017-11-08,false,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,834.94,2000-11-03,Male,75,36,Occupational Therapist,Health
3354,67,2794,2017-12-25,true,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,167.21,2002-08-31,Female,41,49,Social Worker,Health
3355,54,3264,2017-06-19,true,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1279.4,2015-10-18,Male,88,46,NULL,Financial Services
3356,0,2459,2017-07-26,false,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,110.56,2004-08-07,Female,67,39,Quality Engineer,Manufacturing
3357,57,2648,2017-01-07,false,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25,1991-01-21,Male,60,27,Account Representative I,
3358,79,1582,2017-06-21,false,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,737.57,2003-09-09,Male,32,47,Office Assistant III,Property
3359,47,2501,2017-02-03,false,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,189.28,2012-06-04,Female,80,53,Actuary,Financial Services
3360,21,3128,2017-06-08,false,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43,2016-07-09,Female,96,60,Geological Engineer,Manufacturing
3361,99,2096,2017-08-20,false,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,189.28,2006-10-01,Female,74,56,Programmer III,Telecommunications
3362,50,1023,2017-08-27,false,Approved,WeareA2B,Standard,medium,small,175.89,131.92,43.97,2015-10-18,Female,16,33,NULL,Financial Services
3363,33,2853,2017-04-09,true,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,199.1,2008-03-19,Male,65,39,Executive Secretary,Retail
3364,24,3138,2017-02-03,false,Approved,Solex,Road,medium,large,1777.8,820.78,957.02,1993-05-26,Male,34,54,Paralegal,Financial Services
3365,61,1919,2017-08-19,false,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,14.23,1992-10-02,Male,40,64,VP Product Management,Argiculture
3366,37,1153,2017-01-10,false,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1544.61,1997-05-10,Female,53,30,Desktop Support Technician,Health
3367,89,1290,2017-10-16,true,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1230.27,2008-03-19,Male,49,57,VP Marketing,Financial Services
3368,93,1913,2017-02-09,false,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,834.94,1991-05-06,Female,36,51,Dental Hygienist,Health
3369,60,2339,2017-05-21,false,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,217.51,2012-05-18,Male,3,66,Web Designer II,Property
3370,0,1798,2017-12-17,true,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,15.08,1991-08-05,Female,46,24,Electrical Engineer,Manufacturing
3371,67,1685,2017-12-05,true,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,167.21,2005-10-22,Female,32,53,Budget/Accounting Analyst III,IT
3372,84,2056,2017-04-29,true,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22,1992-10-02,Female,65,39,Biostatistician IV,Property
3373,74,2101,2017-06-13,false,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,827.16,1999-12-04,Female,71,27,General Manager,
3374,35,3441,2017-08-14,false,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.68,2016-11-14,Female,44,36,Legal Assistant,Manufacturing
3375,85,3484,2017-09-19,true,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,827.16,2011-03-16,Female,10,48,Information Systems Manager,Financial Services
3376,16,1809,2017-07-23,true,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,182.81,1996-11-09,Female,67,64,Programmer II,Health
3377,10,2928,2017-07-02,false,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1103.43,2014-03-03,Male,92,32,Office Assistant I,
3378,49,1748,2017-10-23,false,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,133.38,2003-02-16,Male,83,69,Recruiter,Manufacturing
3379,88,1967,2017-10-04,true,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,817.36,2003-01-05,Female,88,39,Chemical Engineer,Manufacturing
3380,22,1942,2017-12-14,true,Approved,Solex,Standard,medium,medium,575.27,431.45,143.82,2013-03-12,Male,0,38,Programmer Analyst II,Financial Services
3381,87,3181,2017-12-21,true,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19,2010-08-20,Male,39,48,Senior Editor,Financial Services
3382,72,1422,2017-04-08,false,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,90.1,2006-05-22,Male,31,53,Nuclear Power Engineer,Manufacturing
3383,14,1999,2017-12-27,false,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,152.55,1993-07-15,Female,6,62,Nuclear Power Engineer,Manufacturing
3384,29,295,2017-04-11,false,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,135.85,1995-12-19,Female,64,60,Database Administrator II,
3385,61,1014,2017-08-15,false,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,14.23,2015-06-17,Male,60,64,Senior Developer,Property
3386,4,1375,2017-07-07,true,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.65,2003-03-18,Male,36,46,Analog Circuit Design manager,Financial Services
3387,23,497,2017-08-04,true,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,75.75,1991-08-05,Female,96,51,NULL,Property
3388,67,1286,2017-06-09,false,Approved,Solex,Standard,medium,large,1071.23,380.74,690.49,1993-07-15,Female,83,50,Senior Quality Engineer,Manufacturing
3389,3,934,2017-10-08,true,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1702.55,2011-05-07,Male,76,29,Human Resources Manager,Manufacturing
3390,78,2982,2017-07-11,true,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1055.82,2004-08-07,Female,30,42,Senior Cost Accountant,Financial Services
3391,28,350,2017-12-26,true,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,133.78,1991-11-10,Female,47,47,Clinical Specialist,Health
3392,17,710,2017-01-28,false,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1305.25,2016-03-29,Male,76,55,Sales Representative,Retail
3393,48,2100,2017-09-26,false,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,812.44,2014-07-28,Male,34,47,Marketing Assistant,IT
3394,21,1194,2017-05-12,true,Approved,Solex,Standard,medium,large,1071.23,380.74,690.49,1996-04-05,Female,69,33,Junior Executive,Telecommunications
3395,92,2584,2017-11-22,false,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1630.25,1991-01-21,Female,86,45,Technical Writer,Financial Services
3396,40,3288,2017-07-07,true,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1295.43,2003-07-21,Unknown,47,47,Engineer III,IT
3397,22,2687,2017-11-14,true,Approved,Solex,Standard,medium,medium,575.27,431.45,143.82,2016-02-04,Male,67,63,Chemical Engineer,Manufacturing
3398,51,1809,2017-11-20,false,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,802.26,1993-07-20,Female,67,64,Programmer II,Health
3399,98,1250,2017-10-21,false,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,143.36,2004-01-16,Female,42,23,Help Desk Technician,Manufacturing
3400,43,1611,2017-02-25,true,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,737.57,2004-08-07,Male,93,53,Developer IV,Health
3401,77,2442,2017-08-28,true,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,445.21,2015-08-02,Male,8,67,Social Worker,Health
3402,8,2726,2017-10-08,false,Approved,Solex,Road,medium,small,1703.52,1516.13,187.39,2011-04-16,Male,49,49,Administrative Officer,Financial Services
3403,68,3201,2017-12-09,false,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19,1992-10-02,Male,61,25,Assistant Professor,Financial Services
3404,11,1685,2017-05-10,true,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,509.97,2007-08-04,Female,32,53,Budget/Accounting Analyst III,IT
3405,69,1259,2017-11-19,true,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,198.22,1992-10-02,Female,23,51,Assistant Professor,Financial Services
3406,25,3365,2017-02-03,false,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34,2016-02-04,Unknown,29,47,Engineer III,IT
3407,5,1103,2017-01-09,true,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,451.65,2014-03-03,Female,76,47,Financial Advisor,Financial Services
3408,85,3377,2017-06-16,false,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,547.28,2004-08-07,Male,12,37,NULL,Manufacturing
3410,24,556,2017-08-14,false,Approved,Solex,Road,medium,large,1777.8,820.78,957.02,2011-05-07,Female,69,67,Junior Executive,
3411,20,387,2017-08-30,false,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,195.34,2010-05-05,Male,34,48,Administrative Officer,Financial Services
3412,39,3106,2017-05-01,true,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1230.27,2008-03-19,Female,13,36,NULL,Financial Services
3413,62,197,2017-09-13,false,Approved,Solex,Standard,high,medium,1024.66,614.8,409.86,1996-11-09,Female,32,48,NULL,
3414,1,2816,2017-12-22,false,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,448.68,2012-12-02,Female,87,35,Administrative Assistant II,Financial Services
3415,18,458,2017-02-28,true,Approved,Solex,Standard,medium,medium,575.27,431.45,143.82,1993-07-15,Male,57,56,Account Representative IV,Manufacturing
3416,97,2602,2017-08-25,true,Approved,Solex,Standard,medium,large,202.62,151.96,50.66,2016-03-29,Female,46,48,Structural Analysis Engineer,Health
3417,70,35,2017-03-30,false,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,830.24,2011-01-10,Female,40,61,Information Systems Manager,Health
3418,24,1376,2017-08-14,true,Approved,Solex,Road,medium,large,1777.8,820.78,957.02,2016-11-22,Male,89,59,Environmental Tech,Health
3419,91,1007,2017-10-17,false,Approved,Solex,Standard,medium,medium,100.35,75.26,25.09,1999-07-26,Male,58,29,NULL,Retail
3420,50,1161,2017-12-13,false,Approved,WeareA2B,Standard,medium,small,175.89,131.92,43.97,2003-02-16,Female,86,48,Senior Quality Engineer,Retail
3421,0,2553,2017-03-17,true,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,15.08,1993-05-26,Male,42,43,NULL,
3422,82,1074,2017-07-27,true,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34,2006-11-10,Male,43,50,Accounting Assistant IV,
3423,49,2155,2017-07-28,true,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,133.38,2012-06-04,Female,24,61,Data Coordiator,
3424,36,1572,2017-05-21,false,Approved,Solex,Standard,low,medium,1289.85,74.51,1215.34,2011-04-16,Male,51,67,Recruiting Manager,Financial Services
3425,31,2100,2017-02-27,false,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,57.73,2006-11-10,Male,34,47,Marketing Assistant,IT
3426,50,3477,2017-10-27,true,Approved,WeareA2B,Standard,medium,small,175.89,131.92,43.97,2001-11-25,Female,90,29,Senior Developer,Financial Services
3427,43,1959,2017-02-16,false,Approved,Solex,Standard,medium,medium,1151.96,649.49,502.47,2006-10-01,Male,3,46,Director of Sales,Health
3428,14,1177,2017-09-16,true,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,152.55,2013-03-12,Female,47,71,Food Chemist,Health
3429,68,1889,2017-06-22,false,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19,2010-08-20,Male,98,52,Quality Control Specialist,Retail
3430,98,482,2017-02-11,true,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,143.36,2004-01-16,Male,33,62,NULL,Health
3431,74,2374,2017-03-04,false,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,827.16,2000-05-22,Male,6,32,Design Engineer,Financial Services
3432,7,907,2017-01-28,false,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,144.26,1995-12-19,Male,51,46,Sales Associate,Property
3433,45,378,2017-08-09,false,Approved,Solex,Standard,medium,medium,441.49,84.99,356.5,1993-04-12,Female,98,51,Senior Developer,Retail
3434,56,1019,2017-10-07,true,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,45.96,1991-01-21,Male,42,51,Human Resources Assistant II,Manufacturing
3435,58,197,2017-12-03,true,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,450.77,2001-11-25,Female,32,48,NULL,
3436,7,3165,2017-08-15,true,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,745.94,2004-08-17,Female,56,50,Business Systems Development Analyst,Manufacturing
3437,81,3152,2017-12-19,false,Approved,Solex,Standard,medium,medium,1151.96,649.49,502.47,2006-10-01,Female,6,26,Teacher,Financial Services
3438,31,2994,2017-02-22,false,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,57.73,2011-03-16,Female,26,48,Accountant II,Manufacturing
3439,7,586,2017-10-01,true,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,745.94,2004-09-28,Female,63,26,Chief Design Engineer,Manufacturing
3440,67,1767,2017-04-04,true,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,167.21,2006-05-22,Female,28,66,Software Engineer IV,Manufacturing
3441,11,2138,2017-04-24,false,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,195.34,2010-05-05,Female,23,46,Graphic Designer,Manufacturing
3442,27,1398,2017-05-24,true,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,110.81,2003-02-16,Female,11,58,Project Manager,Manufacturing
3443,0,1640,2017-01-27,true,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,15.08,2011-05-07,Male,37,30,Accountant I,
3444,72,2624,2017-12-03,false,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,90.1,2004-07-25,Male,37,61,Community Outreach Specialist,Retail
3445,86,1412,2017-08-22,true,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,110.56,2005-05-10,Female,20,33,Tax Accountant,
3446,83,3146,2017-03-07,false,Approved,Solex,Touring,medium,large,2083.94,675.03,1408.91,2010-05-05,Female,79,47,Project Manager,Property
3447,0,2603,2017-02-24,true,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,57.73,2006-11-10,Female,44,63,Nurse,Financial Services
3448,40,3285,2017-06-17,true,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,583.27,2006-02-02,Male,51,38,Recruiter,Health
3449,68,2929,2017-11-27,false,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1592.19,2010-08-20,Male,97,25,Nurse,Retail
3450,80,3193,2017-12-20,true,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,872.89,2012-05-18,Female,6,47,Web Designer IV,Property
3451,25,446,2017-11-08,true,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,709.34,2006-11-10,Female,73,47,Tax Accountant,IT
3452,41,2110,2017-01-07,true,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,209.84,2005-12-07,Male,29,51,Human Resources Assistant III,Manufacturing
3453,35,2570,2017-03-12,true,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,903.11,1999-12-04,Male,13,47,Professor,Financial Services
3454,34,395,2017-10-02,unknown,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1069.55,2003-08-05,Male,28,48,Data Coordiator,Retail
3455,50,371,2017-12-21,false,Approved,WeareA2B,Standard,medium,small,175.89,131.92,43.97,2003-02-16,Male,7,71,Systems Administrator III,Financial Services
3456,44,2610,2017-04-26,false,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88,2011-05-09,Female,41,71,Account Coordinator,IT
3457,90,375,2017-04-08,false,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,72.6,2003-01-05,Male,13,48,Automation Specialist II,Manufacturing
3458,12,1046,2017-01-24,true,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1069.55,2004-08-17,Female,0,69,Budget/Accounting Analyst II,
3459,17,1085,2017-04-09,false,Approved,Solex,Standard,high,medium,1024.66,614.8,409.86,1996-11-09,Male,4,49,Internal Auditor,Health
3460,64,234,2017-01-01,true,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,217.51,2011-08-24,Female,71,55,Chief Design Engineer,Retail
3461,46,2940,2017-08-31,false,Approved,Solex,Standard,low,medium,1289.85,74.51,1215.34,2009-04-12,Male,83,54,Business Systems Development Analyst,
3462,84,2188,2017-10-21,true,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,75.48,2004-12-18,Female,85,53,Nurse Practicioner,
3463,86,629,2017-01-06,false,Approved,Norco Bicycles,Road,high,large,774.53,464.72,309.81,2003-03-18,Male,29,64,Chemical Engineer,Manufacturing
3464,77,2105,2017-07-19,true,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1660.88,1993-04-12,Male,29,53,Food Chemist,Health
3465,22,1581,2017-03-09,false,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,15.08,1993-07-15,Female,26,51,Recruiter,Argiculture
3466,27,1492,2017-06-03,true,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,110.81,2003-02-16,Female,51,45,Media Manager I,
